raw_text,aspectTerms
I want the teacher to teach a little slower.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"[instructor] should tell the student about the project at least two weeks before the final exam. [instructor] also should not give any assignments during the final exam. I can understand it is the practice but it would be better if it has a solution for the student. I mean how I suppose to know our answer is correct? while in class, we can not understand anything.","[{'term': 'content quality', 'polarity': 'neutral'}]"
This course is very difficult expecially the last part. I think there should be some adjustment to the cirriculum and maybe exclue some topic. Some topics are too complicated to be taught in an entry level class in my opinion.,"[{'term': 'organization', 'polarity': 'neutral'}]"
The teacher gives the work every week and gives time to send by midnight on the day of the work. There is no answer or answers whether the homework that has been done and sent correctly or not.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Quiz is checking the name.And give a little time,"[{'term': 'organization', 'polarity': 'negative'}]"
Finding terms and vocabs are useless.,"[{'term': 'organization', 'polarity': 'negative'}]"
[instructor] is a very good teacher for me. [instructor] always give a clearly feedback for my work. [instructor] reply the massage very fast which help me do the assignment smoothly. I so happy studying in [instructor]  class.??????,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Change the assignment cuz in real world, we use [library], [library] not necessary to do recursive or anything like that.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I like the way you teach us very much, as well as the suggestions and descriptions. That helps us very much to understand each assignment more clearly. Additionally, I see the effort and dedication in teaching. Thank you. I hope to see you next semester!","[{'term': 'organization', 'polarity': 'positive'}]"
"This class is the least enjoyable class in this semeseter. The weekly assignment in my opinion is not nessecary. This class's assignment is too heavy, and it takes up most of the time I have spent in this semester. So much work for so few credits, not to mention that the content is scattered all over the place, with some overlapping with computer networking and software engineering. I think this class has potential but by the way it is planned right now, theres too much unnessecary workload and too much contents. Please adjust this class.","[{'term': 'motivation', 'polarity': 'negative'}]"
please have more flexibility about hybrid classes (online+onsite),"[{'term': 'instructor', 'polarity': 'neutral'}]"
"Deciding to host onsite classes and her only appearing in online meetings is one of the worst experiences I have ever felt, sure, [instructor] may have health issues but could have hosted online classes. To add an insult to injury, [instructor] expresses dislike to many students because nobody listens to [instructor], but we do have a defense, there's nothing but [instructor] just reading things on the presentation slides so how could we stay focused on what is literally right there in the slide itself? While I do not like to say that [instructor] is redundant and useless, I and many others share the same opinion that there is almost nothing of value in really being engaged in [instructor] class, we have many other things that are important to deal with.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"A lot of homeworkThere should be an answer and check the homework as well.When the exam does not have sheets, it will be repeated.","[{'term': 'motivation', 'polarity': 'neutral'}]"
48 [Topic] sent by that night too much,"[{'term': 'instructor', 'polarity': 'neutral'}]"
like the teaching way,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The project shouldn't assign to students during examination week because we have to rest and review the lecture. So, we cannot fully focus on the project.","[{'term': 'content quality', 'polarity': 'neutral'}]"
[instructor] attended me very cordially and professionally every time I did request [instructor] assistance,"[{'term': 'instructor', 'polarity': 'positive'}]"
"He didn’t clear to assign homework, and he never adapt himself. i commented he in [subject] in the same problem.","[{'term': 'instructor', 'polarity': 'negative'}]"
"Teacher didn’t write about topic while  teaching, so we often don’t know what chapter we learn, and using whiteboard in teaching made it harder to lecture because teacher was random location to write and disorderly. His communication was also incomprehensible.","[{'term': 'instructor', 'polarity': 'negative'}]"
"Everything is great, but the midterm exam is quite hard lol, maybe I have to try harder to understand it.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Teach more than time, work during the exam, a lot","[{'term': 'organization', 'polarity': 'negative'}]"
Order a lot of workBut gives very little time to work,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The recording is not provided, but I do urge academic affairs to provide the recordings so that the students may be able to revise the material on their own.","[{'term': 'motivation', 'polarity': 'neutral'}]"
From the experience of studying the first five weeks of this courseFeeling like and fun in various workBut it will be more fun if there is a basis for using the program ([Software]) before and there is a Senior Project that makes work not fully creative.But overall I like this course very much,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Thank you for teaching this good.,"[{'term': 'organization', 'polarity': 'neutral'}]"
The teacher taught very well.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Would like [instructor] to list the assignment in [system]. At some point, I do forgot about the assignment.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Add more technology cultural evolution,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Projects are challenging, it will be more enjoyable if we have more time to do it. Regretted not doing the coding for assignment","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Love the way you teach us, I appreciate it!","[{'term': 'instructor', 'polarity': 'positive'}]"
I want [instructor] to speak clearly,"[{'term': 'instructor', 'polarity': 'negative'}]"
"In the part where I didn't understand the coding, I want this course to teach me more clearly about competitive thinking or the process to do before coding, like cutting the problem. However, I also think this course is good for us.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Everything is fantastic except for using the [system] for work.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Change the assignment cuz in real world, we use [library], [library] not necessary to do recursive or anything like that.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"If the class requires students to take the quiz on site, it should be arranged in class time.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Quiz too much,"[{'term': 'content organization', 'polarity': 'negative'}]"
"I find the instructor to be highly skilled in this field. However, it is difficult to understand what is taught. I feel that self-learning is definitely required if you see this instructor teaching.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Midterm exam has a lot of calculation, I think a calculator should be allowed since we are being tested for our [course] skills and not our calculation skills.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Please let students have attendance checks while some phones aren't capable to scan from some distance or have another way for attendance,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I do not think that this class is necessary for the ICT student,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I really enjoyed your lecture, you understand the student very well and assigned a reasonable workload.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Arrange extra class,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Homework due date should be next date from when it assign.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I want teacher to tell clearly about the lesson that will be learned because sometime I am a bit confused what we are learning now. And I want teacher teach on slides because I can't obviously see the handwritings on a board,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The lecture is easy to understand after the instructor has taught.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Would like the teacher to have techniques that make students more interested in studying,"[{'term': 'motivation', 'polarity': 'negative'}]"
"The workload is simply too much. Having individual assignment every week on top of gorup assignment, every week, is simply just too much considering this term's subjects. Individual homework often consist of having to list the meaning of this amount of words which in my opinion, didn't help me gain knowledge and certainly not [course] knowledge. The assigments or project requirement are sometimes unreasonable. Having the same minimum requirement of pages in phase 2 of the project as phase one is just simply lazy on their part at best and malicious at worst, phase 2 of the project simply has less content than phase 1 by a mile and yet they still expect us to deliver the same amount of pages as phase one. I also have issues with the questions in midterm exam. I can't simply cannot make sense of some of the question they decided to ask us. Why would having us list the tasks of team prject member and rate them test my knowledge of [course]. How would letting us give meaning to some words in an open-book exam benefit us when we do jobs in the future. It also took me almost all of this semester time to just find the meaning and importance of [course] and it's not by the class or exam or project but simply by my own research. Also we do we need to do executive summary and summary to every group assignment when sometimes the content is just half a page.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Deadline in sending work is quite fast in some events.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I think students should discuss in classroom and teacher should use microphone and projector for clear teaching.,"[{'term': 'instructor', 'polarity': 'negative'}]"
If the invited guest speaker doing in online the student should be online too,"[{'term': 'organization', 'polarity': 'negative'}]"
"Overall is excellent, but it would be better if we could receive the slide in the classroom.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Too much works,"[{'term': 'organization', 'polarity': 'negative'}]"
The teacher should have more time to check the name.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Instructor often ignor student's question and things being asking regarding the class never been replyed.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"This class is the least enjoyable class in this semeseter. The weekly assignment in my opinion is not nessecary. This class's assignment is too heavy, and it takes up most of the time I have spent in this semester. So much work for so few credits, not to mention that the content is scattered all over the place, with some overlapping with computer networking and software engineering. I think this class has potential but by the way it is planned right now, theres too much unnessecary workload and too much contents. Please adjust this class.","[{'term': 'organization', 'polarity': 'negative'}]"
I love teachers bc they have read our work before q@&a session so they can provide good feedback,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Deadline in sending work is quite fast in some events.,"[{'term': 'organization', 'polarity': 'negative'}]"
"Like, please ask for the quiz at the end of the period.","[{'term': 'organization', 'polarity': 'negative'}]"
I love teachers bc they have read our work before q@&a session so they can provide good feedback,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"This class is the least enjoyable class in this semeseter. The weekly assignment in my opinion is not nessecary. This class's assignment is too heavy, and it takes up most of the time I have spent in this semester. So much work for so few credits, not to mention that the content is scattered all over the place, with some overlapping with computer networking and software engineering. I think this class has potential but by the way it is planned right now, theres too much unnessecary workload and too much contents. Please adjust this class.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I feel too cruel and there is an inappropriate comment.Such as showing children's work and comparing with other studentsAlso, there is no confusion in order to change the Instructor on the last day before sending.I can't manage time.","[{'term': 'motivation', 'polarity': 'neutral'}]"
You are very kind and I really like your teaching style.,"[{'term': 'organization', 'polarity': 'neutral'}]"
The teacher taught is a little too fast.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Good course, learning many things, even teammate does not work very well as expected.","[{'term': 'organization', 'polarity': 'neutral'}]"
This course is very difficult expecially the last part. I think there should be some adjustment to the cirriculum and maybe exclue some topic. Some topics are too complicated to be taught in an entry level class in my opinion.,"[{'term': 'content quality', 'polarity': 'negative'}]"
Too much works,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I like the real-time feedback that [instructor] gave during class.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Professor received homework in class, so when i get sick i cannot sent the homework properly. I think ajarn should use [software] to sent the homework. It does not make sense that student must send the homework without using [system] while in online session student can send the assignment with tools.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Change the assignment cuz in real world, we use [library], [library] not necessary to do recursive or anything like that.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The lecture slides content is sometimes having too much content for students to digest, but still appreciated studying this course with [instructor] and [instructor].","[{'term': 'instructor', 'polarity': 'neutral'}]"
Ajarn should not speak during the quiz time,"[{'term': 'instructor', 'polarity': 'negative'}]"
"During my contact with [instructor], I could realize that [instructor] is a very efficient academic. [instructor] knowledge and experience is certainly extensive","[{'term': 'organization', 'polarity': 'neutral'}]"
"Overall is excellent, but it would be better if we could receive the slide in the classroom.","[{'term': 'content quality', 'polarity': 'neutral'}]"
please use a microphone,"[{'term': 'instructor', 'polarity': 'negative'}]"
Order a lot of workBut gives very little time to work,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The content in later parts of the course are very hard to understand. I wonder if any of my friends understand 60% of it.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I think we can get into [topic] faster. It's just pitiful that we only get to learn modern [topic] only on the last week.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Please slow down a little bit. I mostly can't catch up with taking the note.,"[{'term': 'organization', 'polarity': 'negative'}]"
"Aj explain unclear everytime when he give homework and, [instructor] response my question in e-mail or [system] slowly.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I wish the class is onsite.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
You are very kind and I really like your teaching style.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I want teacher to tell clearly about the lesson that will be learned because sometime I am a bit confused what we are learning now. And I want teacher teach on slides because I can't obviously see the handwritings on a board,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I really enjoyed your lecture, you understand the student very well and assigned a reasonable workload.","[{'term': 'instructor', 'polarity': 'positive'}]"
Add more technology cultural evolution,"[{'term': 'instructor', 'polarity': 'neutral'}]"
too many hw. Isn't it just an elective course?,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I really enjoyed your lecture, you understand the student very well and assigned a reasonable workload.","[{'term': 'organization', 'polarity': 'positive'}]"
Everything is fantastic except for using the [system] for work.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"He's a good teacher. I see my change, thank you kubb!","[{'term': 'instructor', 'polarity': 'positive'}]"
I think we quiz when the class begins better than we just go to the faculty to take 15 minutes quiz on Wednesday because I take around 2 hours to come to the faculty from my home.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Advanced topic in [course], and [topic] is very difficult.","[{'term': 'motivation', 'polarity': 'neutral'}]"
[instructor] is a very good teacher for me. [instructor] always give a clearly feedback for my work. [instructor] reply the massage very fast which help me do the assignment smoothly. I so happy studying in [instructor]  class.??????,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The deadline for homework is too fast. I think the teacher should give more time to do the homework in order to give me time to learn and practice more.(I such a slow person to understand Math, It is hard to do a lot of questions within 00.00 am deadline)","[{'term': 'instructor', 'polarity': 'neutral'}]"
Aj. is very nice. You made us feel comfortable asking. Thank you.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I think the part of homework has no necessary as well.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The teacher taught is a little too fast.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Very great, you made this class more enjoyable.","[{'term': 'organization', 'polarity': 'neutral'}]"
Your teaching styles were easy to understand. (:D),"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Thank you so much for having [instructor] as our advisor. [instructor] is really nice mentor. [instructor] gave us lots of effective and on-point comments so that we can understand and improve ourselves in a not-too-stress atmosphere. Appreciated it so much, thank you.","[{'term': 'organization', 'polarity': 'neutral'}]"
"It would be great if we can get more information about the project description. such as score criteria, project requirements, project limitations","[{'term': 'motivation', 'polarity': 'neutral'}]"
Many workloads,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The workload is unbalanced and too much to handle. Some assignment is not nectary and waste time. Some individual assignments look like one project. Moreover, the requirement of the project and weekly assignment is not efficient such as the report should have 20 pages, Summarize must be more than two pages. I think the number of pages can not reflect any quality of work and knowledge","[{'term': 'organization', 'polarity': 'negative'}]"
"I believe that all groups should use the [system] system for assignment submission. Every time I want to check or submit my tasks, I am unsure which one to choose.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Good instructor, informative course","[{'term': 'instructor', 'polarity': 'positive'}]"
Would like the teacher to have a past videoBecause I would like to review more in order to understand more content,"[{'term': 'organization', 'polarity': 'neutral'}]"
If the invited guest speaker doing in online the student should be online too,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I really enjoy your lectures, your style of teaching is highly interesting and entertaining.","[{'term': 'motivation', 'polarity': 'positive'}]"
Too many work and must be sent within one day.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I cant understand what teacher teach,"[{'term': 'organization', 'polarity': 'neutral'}]"
"If possible, would like to be specified in the assignment in My Course, quite a lot of homework at a limited time.","[{'term': 'content quality', 'polarity': 'neutral'}]"
TA is very efficient.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I rarely learn about what really [course] is, I got only the meaning of each term and does not get any feedback from the submitted assignment, I have learned almost nothing and the instructor seems not to care about how students will feel about her because I do not see any changes from the previous comments.No offense to any instructors, but as far as I am concerned, not many people are interested in the class, and the class attendance has been abysmal. Try spice things up a bit next year, please?","[{'term': 'content quality', 'polarity': 'negative'}]"
"I appreciate your teaching! and everything, thanks for teaching us!","[{'term': 'instructor', 'polarity': 'positive'}]"
Finding terms and vocabs are useless.,"[{'term': 'content quality', 'polarity': 'negative'}]"
like the teaching way,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"In the part where I didn't understand the coding, I want this course to teach me more clearly about competitive thinking or the process to do before coding, like cutting the problem. However, I also think this course is good for us.","[{'term': 'content quality', 'polarity': 'negative'}]"
I can't follow teacher from time to time because of English speech.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
48 [Topic] sent by that night too much,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like the teacher to help focus more on the child behind the roomWould like to teach more slowly for all students to have more efficiency,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Would like [instructor] to list the assignment in [system]. At some point, I do forgot about the assignment.","[{'term': 'organization', 'polarity': 'neutral'}]"
It would be better if we have the permanent schedule for the class. Separate every class for each section might be more efficient.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Too much homeworkThere are every week.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"[instructor] teachings are quite confusing, yes, the [course] subject itself is very hard, but [instructor] style of teaching makes it quite hard to understand the meaning, add to that the slides are not quite detailed and vague in meaning. One particular unbelievable moment is giving assignments a week before an exam, yes, the assignment is useful but at least give us that final assignment much earlier than that.","[{'term': 'organization', 'polarity': 'negative'}]"
Would like the teacher to teach more interesting,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think this course is very good, and I like it so much. Aj teaches and treats very well.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I would like this course to be more practical. It is mostly about the theory, which cannot engage students to learn more about [course] even though it is fun and useful in real life. I wish it to focus more on the real implementation and reduce the theory part.","[{'term': 'motivation', 'polarity': 'negative'}]"
The quiz gives wayyyyyy too little time. Barely anyone can finish it in time. please consider. (the content is already hard enough),"[{'term': 'motivation', 'polarity': 'neutral'}]"
The air conditioner in the lab is very cold.Would like the table to be wider than this when placing the box [Course] and the laptop,"[{'term': 'organization', 'polarity': 'negative'}]"
"Good teaching skills, very flexible","[{'term': 'instructor', 'polarity': 'positive'}]"
"If possible, would like to be specified in the assignment in My Course, quite a lot of homework at a limited time.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Please extend the period assignment deadline by a day.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Homework due date should be next date from when it assign.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
too much unnecessary work,"[{'term': 'motivation', 'polarity': 'neutral'}]"
That the teacher teaching is very goodNothing led because the teacher really taught very well.,"[{'term': 'organization', 'polarity': 'neutral'}]"
I really like how [instructor] listens to [instructor] students and adaptable,"[{'term': 'organization', 'polarity': 'neutral'}]"
"If the class requires students to take the quiz on site, it should be arranged in class time.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I think students should discuss in classroom and teacher should use microphone and projector for clear teaching.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I cant understand what teacher teach,"[{'term': 'motivation', 'polarity': 'neutral'}]"
That the teacher teaching is very goodNothing led because the teacher really taught very well.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
We shouldn't have this subject in our faculty from its uselessness,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I still have a problem with current grading system where the assignment, if done by code gets 100% and done by writing get 75% but there is no source code explanation which really makes it hard for the student to do as, well, you know...we are all really lazy kids and lazy kids don't read source code which is bad but that's the fact of life.","[{'term': 'organization', 'polarity': 'negative'}]"
"I believe that all groups should use the [system] system for assignment submission. Every time I want to check or submit my tasks, I am unsure which one to choose.","[{'term': 'content quality', 'polarity': 'neutral'}]"
The teaching is done on time but never works in the period.,"[{'term': 'organization', 'polarity': 'negative'}]"
There should be more hour studying this course.And there is a problem similar to the exam to practice,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The recording is not provided, but I do urge academic affairs to provide the recordings so that the students may be able to revise the material on their own.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think students should discuss in classroom and teacher should use microphone and projector for clear teaching.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to thank you for every time Ajarn gives me advice. you are the best!,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I love teachers bc they have read our work before q@&a session so they can provide good feedback,"[{'term': 'organization', 'polarity': 'positive'}]"
Aj. is very nice. You made us feel comfortable asking. Thank you.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Please slow down a little bit. I mostly can't catch up with taking the note.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think this course is really important for future work. If students can digest the class content, it would be very beneficial for them.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Change the way U taught, not copy from book. Make it simplify and easy for student to learn.","[{'term': 'instructor', 'polarity': 'negative'}]"
Felt that the slide was not detailed when compared to [SECTION] when teaching was quite fastProblems and homework should be provided.Or may be able to check the homework in order to see the solution that must be practiced,"[{'term': 'organization', 'polarity': 'neutral'}]"
I want the teacher to teach a little slower.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"The workload is unbalanced and too much to handle. Some assignment is not nectary and waste time. Some individual assignments look like one project. Moreover, the requirement of the project and weekly assignment is not efficient such as the report should have 20 pages, Summarize must be more than two pages. I think the number of pages can not reflect any quality of work and knowledge","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The teacher does not understand, must read almost 100%. There is no understanding of the content at all.I don't know how the content taught.Speaking sarcasticallyWhen there is a consultation in the classDue to not understanding and unable to catch upThe teacher has a rating to go out of the room, which actually has the duty to teach aboutIf teachingNo need to talk to each other.Speak on the moodExpressed the maturity of the instructorWould like the teacher to focus more on teaching","[{'term': 'motivation', 'polarity': 'negative'}]"
"he is a kind person and can be a good advisor, however he is not a good instructor at all since he cannot delivered the knowledge in the class to make the student understand.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I want the teacher to teach a little slower.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Deciding to host onsite classes and her only appearing in online meetings is one of the worst experiences I have ever felt, sure, [instructor] may have health issues but could have hosted online classes. To add an insult to injury, [instructor] expresses dislike to many students because nobody listens to [instructor], but we do have a defense, there's nothing but [instructor] just reading things on the presentation slides so how could we stay focused on what is literally right there in the slide itself? While I do not like to say that [instructor] is redundant and useless, I and many others share the same opinion that there is almost nothing of value in really being engaged in [instructor] class, we have many other things that are important to deal with.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The teacher gives the work every week and gives time to send by midnight on the day of the work. There is no answer or answers whether the homework that has been done and sent correctly or not.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like to have a link that can write and edit the group listSo that some students who do not have a group can know that there are no groups and request to join the group with other groups.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"[instructor] should tell the student about the project at least two weeks before the final exam. [instructor] also should not give any assignments during the final exam. I can understand it is the practice but it would be better if it has a solution for the student. I mean how I suppose to know our answer is correct? while in class, we can not understand anything.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Good teaching skills, very flexible","[{'term': 'content quality', 'polarity': 'neutral'}]"
Illustrated about examination,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"In the part where I didn't understand the coding, I want this course to teach me more clearly about competitive thinking or the process to do before coding, like cutting the problem. However, I also think this course is good for us.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like to study with the teacher very much. I like the accent, like the attention of the teacher.","[{'term': 'organization', 'polarity': 'neutral'}]"
The instructor should prepare materials and platform for student can student and do the lab more appropriate.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"[instructor] sound doesn't clear, often hard to listen to.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Teacher didn’t write about topic while  teaching, so we often don’t know what chapter we learn, and using whiteboard in teaching made it harder to lecture because teacher was random location to write and disorderly. His communication was also incomprehensible.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like the teacher to have a past videoBecause I would like to review more in order to understand more content,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Would like the teacher to have a past videoBecause I would like to review more in order to understand more content,"[{'term': 'motivation', 'polarity': 'neutral'}]"
please listen to students opinion more,"[{'term': 'instructor', 'polarity': 'negative'}]"
The number of assignments is quite too much.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Professor received homework in class, so when i get sick i cannot sent the homework properly. I think ajarn should use [software] to sent the homework. It does not make sense that student must send the homework without using [system] while in online session student can send the assignment with tools.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I enjoyed this class. [instructor] make me feel this subject is easier than I thought. Thank you for teaching.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I like the teacher very much. I understand. I know about it, but because I am not very practicing so I can't do it.","[{'term': 'organization', 'polarity': 'neutral'}]"
Cant understand what teacher taught,"[{'term': 'instructor', 'polarity': 'negative'}]"
Great explanation on class material. Makes the class more interesting and funny.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Arrange extra class,"[{'term': 'instructor', 'polarity': 'neutral'}]"
continue with this teaching method,"[{'term': 'motivation', 'polarity': 'neutral'}]"
too much unnecessary work,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"At the time of writing, how to use other apps instead, such as the [Software], [software] etc. Because writing in [software] is quite delay and makes it difficult to read sometimes.Thank you in advance.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"[instructor] is impolite sometimes, teaches not well, very little people show up in the class because they have no clue what they're studying and they do not find learning with  [instructor] enjoying or easily understandable. [instructor]'s method is much better than [instructor],  [instructor] has full class of student whereas no body wants to come to  [instructor]'s class.  [instructor] health is not good and interrupt the lesson,  [instructor] teaching method is not fun.","[{'term': 'instructor', 'polarity': 'negative'}]"
"The slides given have too many words, formulas, and diagrams, and I am overwhelmed by them.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Deadline for assignment is too short. 72 hours is a short time compared to other subject which give you at least 1 week to finish the assignment. Also, I thought I'd learn [topic] and not [topic]....","[{'term': 'organization', 'polarity': 'negative'}]"
Would like the teacher to have techniques that make students more interested in studying,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Good teaching skills, very flexible","[{'term': 'motivation', 'polarity': 'neutral'}]"
I like that the teacher gave us advice on how to improve our projects and taught us to really understand lessons.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Please let students have attendance checks while some phones aren't capable to scan from some distance or have another way for attendance,"[{'term': 'organization', 'polarity': 'neutral'}]"
Love the way u taught.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Will be even better if thereoutline in the work sectionSo that students will focus on the topic that the course needs moreBut if in order to think, study, research, find the necessary information by yourself, now is ok","[{'term': 'organization', 'polarity': 'negative'}]"
"[instructor] sound doesn't clear, often hard to listen to.","[{'term': 'instructor', 'polarity': 'negative'}]"
I want teacher to tell clearly about the lesson that will be learned because sometime I am a bit confused what we are learning now. And I want teacher teach on slides because I can't obviously see the handwritings on a board,"[{'term': 'organization', 'polarity': 'negative'}]"
I want the teacher to teach a little slower.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Everyone should have an Extra Point. No one can do it on the board.Because some people have already studied and still do not understandResulting in only a good person and thinks quickly to write on the board to get an Extra Point score, so it should be given to people who have not received an Extra Point to do some to get the Extra Point scores like those who can do it.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Good instructor, informative course","[{'term': 'content quality', 'polarity': 'positive'}]"
Please don't teach too slowly,"[{'term': 'organization', 'polarity': 'neutral'}]"
Please let students have attendance checks while some phones aren't capable to scan from some distance or have another way for attendance,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Too many work and must be sent within one day.,"[{'term': 'organization', 'polarity': 'negative'}]"
Would like the teacher to speak clearlyAnd there are indicators of the details of both the Assignment and the scores of that work.,"[{'term': 'organization', 'polarity': 'negative'}]"
Too much work and why you assign project before final.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I like to study this subject in online form.But don't want to be strictOr accelerating too much of the quiz in the period,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The assignment sometimes does not really make a lot d sense.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The work is scheduled within the same day as 40 items.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I like your class very much. It's very great for us. I have received a lot of opinions in your class. Thank you!!,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I like the teacher very much. I understand. I know about it, but because I am not very practicing so I can't do it.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Everything is great, but the midterm exam is quite hard lol, maybe I have to try harder to understand it.","[{'term': 'motivation', 'polarity': 'positive'}]"
