raw_text,aspectTerms
"The workload is unbalanced and too much to handle. Some task is not nect and waste time. Some individual tasks seem like a project. In addition, the project requirement and the weekly allocation is not efficient, since the report must have 20 pages, the summary must be more than two pages. I think the number of pages cannot reflect any quality of work and knowledge.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Please record online conferences,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I would like the teacher to maintain this style indefinitely. I study with the teacher, but I have to repeat more knowledge than others.","[{'term': 'motivation', 'polarity': 'positive'}]"
"[Instructor] You must tell the student about the project at least two weeks before the final exam. [Instructor] He should not give any task during the final exam. I can understand that it is the practice, but it would be better if he has a solution for the student.I mean, how are you supposed to know that our answer is correct? While we are in class, we cannot understand anything.","[{'term': 'content quality', 'polarity': 'neutral'}]"
This course is very difficult to especially part.,"[{'term': 'organization', 'polarity': 'neutral'}]"
The teacher gives the job every week and gives time to send at midnight on Labor Day. There is no response or answers if the task that has been done and sent correctly or not.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
You are perhaps reviewing the name and giving a little time,"[{'term': 'organization', 'polarity': 'negative'}]"
[Instructor] is a very good teacher for me. [Instructor] always gives a clear feedback to my work. [Instructor] Answer the very fast massage that helps me do the homework without problems. I'm very happy to study in class [instructor].??????,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Change the assignment because in the real world, we use [library], [library] is not necessary to make recursive or something.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I really like the way you teach us a lot, as well as suggestions and descriptions. That helps us a lot to understand each task more clearly. In addition, I see the effort and dedication in teaching. Thank you.","[{'term': 'organization', 'polarity': 'positive'}]"
"This class is the least pleasant class in this semester. The weekly task in my opinion is not nessecary. The task of this class is too heavy, and occupies most of the time that I have spent in this semester. So much work for so few credits, not to mention that the content is scattered everywhere, with some overlays with computer networks and software engineering.content. Please adjust this class.","[{'term': 'motivation', 'polarity': 'negative'}]"
Have more flexibility about hybrid classes (online+on the site),"[{'term': 'instructor', 'polarity': 'neutral'}]"
"Deciding organizing classes on the site and its only appearance in online meetings is one of the worst experiences that I have felt, safe, [instructor] can have health problems, but could have housed online classes. To add an insult to theinjury, [the instructor] expresses aversion to many students because no one listens to [the instructor], but we have a defense, there is nothing more than [instructor] just reading things on the presentation slides, so how could we keep us focused on?What is literally there on the slide itself? While I do not like to say that [the instructor] is redundant and useless, to me and many others we share the same opinion that there is almost nothing of value to be really involved in the class[of the instructor], we have many other things that are important paratratat with.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"A lot of task must be an answer and verify the task too.When the exam has no sheets, it will be repeated.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Like the path of teaching,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The project should not assign students during the exam week because we have to rest and review the conference. Then, we cannot focus completely on the project.","[{'term': 'content quality', 'polarity': 'neutral'}]"
[Instructor] I was very cordially and professionally every time I requested assistance [instructor],"[{'term': 'instructor', 'polarity': 'positive'}]"
"It was not clear to assign the task, and never adapted to himself. I commented in [subject] in the same problem.","[{'term': 'instructor', 'polarity': 'negative'}]"
"The teacher did not write on the subject while teaching, so we often do not know what chapter we learn, and wearing a blackboard in the teaching made it more difficult to give a conference because the teacher was a random location to write and mess. His communication tooIt was incomprehensible.","[{'term': 'instructor', 'polarity': 'negative'}]"
"Everything is great, but the mid -period exam is quite difficult hahaha, maybe I have to strive more to understand it.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Order a lot of work, but it gives very little time to work","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Recording is not provided, but urges academic issues to provide recordings so that students can review the material on their own.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"From the experience of studying the first five weeks of this sensation of course and fun in several jobs, but it will be more fun if there is a basis for using the program ([software]) before and there is a senior project that makes work notcompletely creative. But I usually like this course very much","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I would like [the instructor] to list the task in [system]. At some point, I forgot the task.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Add more technological cultural evolution,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The projects are challenging, it will be more pleasant if we have more time to do it.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"In the part in which I did not understand coding, I want this course to teach me more clearly about competitive thinking or the process to do before coding, how to cut the problem. However, I also believe that this course is good for us.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Everything is fantastic except for using [system] for work.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Change the assignment because in the real world, we use [library], [library] is not necessary to make recursive or something.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"If the class requires that students take the questionnaire on the site, it must be organized in class time.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Try too much,"[{'term': 'content organization', 'polarity': 'negative'}]"
"I find that the instructor is very skilled in this field. However, it is difficult to understand what is taught. I feel that self -learning is definitely necessary if you see this instructor teaching.","[{'term': 'organization', 'polarity': 'neutral'}]"
"The mid -period exam has many calculations, I think a calculator should be allowed since we are being tested for our [course] skills and not our calculation skills.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Let students have assistance controls, while some phones are not able to scan from a certain distance or have another form of assistance","[{'term': 'content quality', 'polarity': 'neutral'}]"
I don't think this class is necessary for ICT student,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I really enjoyed your conference, you understand the student very well and assigned a reasonable workload.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Organize additional class,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The expiration date of the task must be the next date since it is assigned.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I want the teacher to tell clearly about the lesson that will be learned because at some point I am a little confused what we are learning now. And I want the teacher to teach on the slides because obviously I can not see the writings by hand on a board,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The conference is easy to understand after the instructor has taught.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I would like the teacher to have techniques that make students more interested in studying,"[{'term': 'motivation', 'polarity': 'negative'}]"
"The workload is simply too much. Taking an individual assignment every week in addition to the Assignment of Gorup, every week, it is simply too considering the subjects of this term. The individual task often consists in having to enumerate the meaning of this amount ofwords that, in my opinion, did not help me obtain knowledge and certainly not [the course] of knowledge. The project assignments or requirements are sometimes not reasonable. have the same minimum requirement of pages in phase 2 of the project as thePhase one is simply lazy on his part, at best, in the best case, phase 2 of the project simply has less content than phase 1 for a mile and still wait for us to deliver the same amountof pages that phase one. I also have problems with the questions in the mid -period exam. I can't simpand qualifying them to prove my knowledge of [course]? How to let us make sense of some words in an open book exam would benefit us when we do work in the future? It also took almost all this time to find the meaning and importance of [[course] and it is not for class, exam or project, but simply by my own research. We also have to make an executive summary and a summary to each group task when sometimes the content is only half a page.","[{'term': 'motivation', 'polarity': 'neutral'}]"
The deadline in shipping work is quite fast in some events.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I think students should discuss in the classroom and the teacher must use microphone and projector for clear teaching.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"If the guest guest speaker online, the student should also be online","[{'term': 'organization', 'polarity': 'negative'}]"
"In general, it is excellent, but it would be better if we could receive the slide in the classroom.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Too many jobs,"[{'term': 'organization', 'polarity': 'negative'}]"
The teacher should have more time to verify the name.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The instructor often ignores the question of the students and the things they are doing regarding the class were never answered.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"This class is the least pleasant class in this semester. The weekly task in my opinion is not nessecary. The task of this class is too heavy, and occupies most of the time that I have spent in this semester. So much work for so few credits, not to mention that the content is scattered everywhere, with some overlays with computer networks and software engineering.content. Please adjust this class.","[{'term': 'organization', 'polarity': 'negative'}]"
I love teachers because they have read our work before Q@& a session so that they can provide good comments,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The deadline in shipping work is quite fast in some events.,"[{'term': 'organization', 'polarity': 'negative'}]"
Please request the questionnaire at the end of the period.,"[{'term': 'organization', 'polarity': 'negative'}]"
I love teachers because they have read our work before Q@& a session so that they can provide good comments,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"This class is the least pleasant class in this semester. The weekly task in my opinion is not nessecary. The task of this class is too heavy, and occupies most of the time that I have spent in this semester. So much work for so few credits, not to mention that the content is scattered everywhere, with some overlays with computer networks and software engineering.content. Please adjust this class.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I feel too cruel and there is an inappropriate comment.How to show children's work and compare with other students, too, there is no confusion to change the instructor on the last day before sending it.I can't handle time.","[{'term': 'motivation', 'polarity': 'neutral'}]"
The teacher taught is too fast.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Good course, learning many things, even your teammate does not work very well as expected.","[{'term': 'organization', 'polarity': 'neutral'}]"
This course is very difficult to especially part.,"[{'term': 'content quality', 'polarity': 'negative'}]"
I like comments in real time that [Instructor] gave during class.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The teacher received the task in class, so when I get sick I can not send the task correctly.While in the online session, the student can send the task with tools.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Change the assignment because in the real world, we use [library], [library] is not necessary to make recursive or something.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The content of the conference slides is sometimes to have too much content for students to digest, but it is still appreciated to study this course with [instructor] and [instructor].","[{'term': 'instructor', 'polarity': 'neutral'}]"
Case should not speak during the trial time,"[{'term': 'instructor', 'polarity': 'negative'}]"
"During my contact with [instructor], I could realize that [the instructor] is a very efficient academic. Knowledge and experience [of the instructor] are certainly extensive","[{'term': 'organization', 'polarity': 'neutral'}]"
"In general, it is excellent, but it would be better if we could receive the slide in the classroom.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Order a lot of work, but it gives very little time to work","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I like the teacher very much. I understand. I know about it, but because I am not very practicing so I can't do it.","[{'term': 'motivation', 'polarity': 'negative'}]"
"For 1.2, I think you should provide the link to the video you opened during the class because they are pdf files and we can see only the image. Another thing is the activity document, you should check [software] is same as schematic or not.","[{'term': 'organization', 'polarity': 'neutral'}]"
Want the teacher to pay attention to all students,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think this course is very good, and I like it so much. Aj teaches and treats very well.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"after midterm with [Instructor] isn't really good, his teaching method is difficult to understands yet he blames students to use ""ears and eyes"" to look and listen. he's not easy to approach.","[{'term': 'motivation', 'polarity': 'negative'}]"
"The workload is simply too much. Having individual assignment every week on top of gorup assignment, every week, is simply just too much considering this term's subjects. Individual homework often consist of having to list the meaning of this amount of words which in my opinion, didn't help me gain knowledge and certainly not [course] knowledge. The assigments or project requirement are sometimes unreasonable. Having the same minimum requirement of pages in phase 2 of the project as phase one is just simply lazy on their part at best and malicious at worst, phase 2 of the project simply has less content than phase 1 by a mile and yet they still expect us to deliver the same amount of pages as phase one. I also have issues with the questions in midterm exam. I can't simply cannot make sense of some of the question they decided to ask us. Why would having us list the tasks of team prject member and rate them test my knowledge of [course]. How would letting us give meaning to some words in an open-book exam benefit us when we do jobs in the future. It also took me almost all of this semester time to just find the meaning and importance of [course] and it's not by the class or exam or project but simply by my own research. Also we do we need to do executive summary and summary to every group assignment when sometimes the content is just half a page.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Would like the teacher to speak clearlyAnd there are indicators of the details of both the Assignment and the scores of that work.,"[{'term': 'instructor', 'polarity': 'negative'}]"
I think that [instructor] accent is hard to understand,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Reduce homework, give more time to do quiz.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like the teacher to teach more interesting,"[{'term': 'organization', 'polarity': 'neutral'}]"
Very on time and strict to the point,"[{'term': 'instructor', 'polarity': 'positive'}]"
"I believe that this subject has many benefits but the workload is too much for students compared to other classes. Even when it’s almost exam week, this class still requires us to submit work. So I think assignments should be cut less with longer time to do.","[{'term': 'organization', 'polarity': 'negative'}]"
It would be better if we have the permanent schedule for the class. Separate every class for each section might be more efficient.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I enjoy the class because the instructor keeps the students engaged and is able to explain the content in a way that keeps me interested. The instructor also has broad knowledge on the subject and can explain it well. Also, I appreciate that the instructor motivates us to search for more IT knowledge.","[{'term': 'instructor', 'polarity': 'positive'}]"
Please record lectures online,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"First, it's quite hard to learn, but I see Ajarn trying to make students understand and also wait for us to lecture the notes, thank you.","[{'term': 'motivation', 'polarity': 'positive'}]"
"When there is a question, the teacher cannot answer the question.Told me to ask a friend who felt that it was the duty of the teacherTeaching media is quite bad.Slide each week, switch back and forth without proportion.","[{'term': 'instructor', 'polarity': 'negative'}]"
Deadline in sending work is quite fast in some events.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"For this, I do suggest that the instructor incorporate some tactics for the students to memorize all the [topic], [topic], and [topic] in the [topic].","[{'term': 'content quality', 'polarity': 'neutral'}]"
The quiz gives wayyyyyy too little time. Barely anyone can finish it in time. please consider. (the content is already hard enough),"[{'term': 'content quality', 'polarity': 'negative'}]"
"When there is a question, the teacher cannot answer the question.Told me to ask a friend who felt that it was the duty of the teacherTeaching media is quite bad.Slide each week, switch back and forth without proportion.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I feel too cruel and there is an inappropriate comment.Such as showing children's work and comparing with other studentsAlso, there is no confusion in order to change the Instructor on the last day before sending.I can't manage time.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think we can get into [topic] faster. It's just pitiful that we only get to learn modern [topic] only on the last week.,"[{'term': 'organization', 'polarity': 'negative'}]"
I think the part of homework has no necessary as well.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Deadline for assignment is too short. 72 hours is a short time compared to other subject which give you at least 1 week to finish the assignment. Also, I thought I'd learn [topic] and not [topic]....","[{'term': 'motivation', 'polarity': 'neutral'}]"
please listen to students opinion more,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Assignments’s Deadline too early.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I want to know every score when I send my assignment. So, I can manage my grade.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Want the teacher to pay attention to all students,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Everyone should have an Extra Point. No one can do it on the board.Because some people have already studied and still do not understandResulting in only a good person and thinks quickly to write on the board to get an Extra Point score, so it should be given to people who have not received an Extra Point to do some to get the Extra Point scores like those who can do it.","[{'term': 'organization', 'polarity': 'negative'}]"
"When there is a question, the teacher cannot answer the question.Told me to ask a friend who felt that it was the duty of the teacherTeaching media is quite bad.Slide each week, switch back and forth without proportion.","[{'term': 'organization', 'polarity': 'neutral'}]"
Explain both Thai and English. Covering the whole lesson. Thank you very much.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"I was also not able to memorize the whole structure and find myself very struggling with the subject. However, one night, through my compassion and a liter of coffee, I decided to revise the material from [course]  from last semester from the beginning focusing on how [topic] works. I find that it is easier for me to study [course] knowing what and how data was sent from each layer.","[{'term': 'content quality', 'polarity': 'negative'}]"
The assignment sometimes does not really make a lot d sense.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Felt that the slide was not detailed when compared to [SECTION] when teaching was quite fastProblems and homework should be provided.Or may be able to check the homework in order to see the solution that must be practiced,"[{'term': 'instructor', 'polarity': 'negative'}]"
I like your class very much. It's very great for us. I have received a lot of opinions in your class. Thank you!!,"[{'term': 'organization', 'polarity': 'positive'}]"
The teacher gives a snack when resting during the class and asking students if they can do it or not.Master cares well.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I enjoyed this class. [instructor] make me feel this subject is easier than I thought. Thank you for teaching.,"[{'term': 'instructor', 'polarity': 'positive'}]"
The teaching is done on time but never works in the period.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Would like to have various assignments in [System] or [Sytem].,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"If possible, would like to be specified in the assignment in My Course, quite a lot of homework at a limited time.","[{'term': 'organization', 'polarity': 'negative'}]"
"I like you teaching such as assignments, give us an example.","[{'term': 'motivation', 'polarity': 'neutral'}]"
The teacher should have more time to check the name.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I strongly suggest to tackle real-world practical examples, applying the theory learned in-classroom. That will make the acquired knowledge “more tangible”.Some topics are very subjective and, as the lemma of our university reminds us…, the true success does not lie in the leatning, but in its real-life application (imagination accompanied with in-class knowledge).The instructors ate great. Maybe it is just a shortage of time.Thank you Cordially, [student]","[{'term': 'content quality', 'polarity': 'negative'}]"
"There are many students each year that fail this course. Therefore, I think the faculty should consider that this course could change and examine it.","[{'term': 'organization', 'polarity': 'negative'}]"
"[instructor] teachings are quite confusing, yes, the [course] subject itself is very hard, but [instructor] style of teaching makes it quite hard to understand the meaning, add to that the slides are not quite detailed and vague in meaning. One particular unbelievable moment is giving assignments a week before an exam, yes, the assignment is useful but at least give us that final assignment much earlier than that.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Arrange extra class,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"great teacher, very caring and respectful. unfortunately the classes are usually at the evening of the day. on the other hand, the workloads on other subjects redusce the time we can spend with the study buddies and self-learning significantly","[{'term': 'organization', 'polarity': 'negative'}]"
"I still have a problem with current grading system where the assignment, if done by code gets 100% and done by writing get 75% but there is no source code explanation which really makes it hard for the student to do as, well, you know...we are all really lazy kids and lazy kids don't read source code which is bad but that's the fact of life.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The assignment sometimes does not really make a lot d sense.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Assignments’s Deadline too early.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Your teaching styles were easy to understand. (:D),"[{'term': 'organization', 'polarity': 'neutral'}]"
"It's difficult install [software] on Unix based devices, especially with the modern ARM processors, [software] only supports the x86_64 architecture. I think there are plenty of alternatives that natively support both x86_64 and arm64 chipsets (maybe the ones that are web based or written in java), as running Netica through emulation causes the program to be unstable and crashes alot (Tested on x86_64 Suse Tumbleweed and arm64 Windows, there are cases where my friends with m1 macbooks aren't able to install at all).","[{'term': 'organization', 'polarity': 'neutral'}]"
Would like the teacher to help focus more on the child behind the roomWould like to teach more slowly for all students to have more efficiency,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I do not think that this class is necessary for the ICT student,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think this course is really important for future work. If students can digest the class content, it would be very beneficial for them.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Everyone should have an Extra Point. No one can do it on the board.Because some people have already studied and still do not understandResulting in only a good person and thinks quickly to write on the board to get an Extra Point score, so it should be given to people who have not received an Extra Point to do some to get the Extra Point scores like those who can do it.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Finding terms and vocabs are useless.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Please extend the period assignment deadline by a day.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
please have more flexibility about hybrid classes (online+onsite),"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Want to have a workshop, try to use various tools to see the image","[{'term': 'motivation', 'polarity': 'neutral'}]"
Very on time and strict to the point,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Remove this subject,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"Professor received homework in class, so when i get sick i cannot sent the homework properly. I think ajarn should use [software] to sent the homework. It does not make sense that student must send the homework without using [system] while in online session student can send the assignment with tools.","[{'term': 'organization', 'polarity': 'negative'}]"
Assignments’s Deadline too early.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"Aj explain unclear everytime when he give homework and, [instructor] response my question in e-mail or [system] slowly.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Ajarn releases the project 2 very late, but it should be releases at the beginning of November in syllabus. That is very little time to do the project.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like to have more HW work than the exam,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"A fun subject to study, with a reasonable workload.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I like to study this subject in online form.But don't want to be strictOr accelerating too much of the quiz in the period,"[{'term': 'organization', 'polarity': 'negative'}]"
The teacher taught very well.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I think changing to other studies should be more useful (such as [Course] etc.),"[{'term': 'organization', 'polarity': 'neutral'}]"
This course is very difficult expecially the last part. I think there should be some adjustment to the cirriculum and maybe exclue some topic. Some topics are too complicated to be taught in an entry level class in my opinion.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I want to know every score when I send my assignment. So, I can manage my grade.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Giving assignments every week and group projects almost every week is too excessive, there is too much workload and those assignments are not really helpful for studying the course in my opinion. The group report may be a bit too harsh on minimum pages when there are not enough requirements on what content should be in report.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I believe that all groups should use the [system] system for assignment submission. Every time I want to check or submit my tasks, I am unsure which one to choose.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I find the instructor to be highly skilled in this field. However, it is difficult to understand what is taught. I feel that self-learning is definitely required if you see this instructor teaching.","[{'term': 'motivation', 'polarity': 'neutral'}]"
please use a microphone,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The instructor should prepare materials and platform for student can student and do the lab more appropriate.,"[{'term': 'instructor', 'polarity': 'negative'}]"
Great explanation on class material. Makes the class more interesting and funny.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Will be even better if thereoutline in the work sectionSo that students will focus on the topic that the course needs moreBut if in order to think, study, research, find the necessary information by yourself, now is ok","[{'term': 'motivation', 'polarity': 'neutral'}]"
[instructor] is a very good teacher for me. [instructor] always give a clearly feedback for my work. [instructor] reply the massage very fast which help me do the assignment smoothly. I so happy studying in [instructor]  class.??????,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Felt that the slide was not detailed when compared to [SECTION] when teaching was quite fastProblems and homework should be provided.Or may be able to check the homework in order to see the solution that must be practiced,"[{'term': 'content quality', 'polarity': 'negative'}]"
"Would like the teacher to keep this style indefinitely. I study with the teacher a lot, but have to repeat more knowledge than others","[{'term': 'instructor', 'polarity': 'positive'}]"
The teaching is done on time but never works in the period.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I like to study with the teacher very much. I like the accent, like the attention of the teacher.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Aj explain unclear everytime when he give homework and, [instructor] response my question in e-mail or [system] slowly.","[{'term': 'instructor', 'polarity': 'negative'}]"
"During my contact with [instructor], I could realize that [instructor] is a very efficient academic. [instructor] knowledge and experience is certainly extensive","[{'term': 'content quality', 'polarity': 'neutral'}]"
The teacher taught is a little too fast.,"[{'term': 'organization', 'polarity': 'neutral'}]"
please listen to students opinion more,"[{'term': 'organization', 'polarity': 'neutral'}]"
"First, it's quite hard to learn, but I see Ajarn trying to make students understand and also wait for us to lecture the notes, thank you.","[{'term': 'organization', 'polarity': 'neutral'}]"
Want the teacher to pay attention to all students,"[{'term': 'organization', 'polarity': 'neutral'}]"
"First, it's quite hard to learn, but I see Ajarn trying to make students understand and also wait for us to lecture the notes, thank you.","[{'term': 'instructor', 'polarity': 'positive'}]"
Cant understand what teacher taught,"[{'term': 'organization', 'polarity': 'neutral'}]"
I want to thank you for every time Ajarn gives me advice. you are the best!,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"For this, I do suggest that the instructor incorporate some tactics for the students to memorize all the [topic], [topic], and [topic] in the [topic].","[{'term': 'organization', 'polarity': 'neutral'}]"
"I think the lesson is too hard for me to absorb, however, I will try my best to understand those things!","[{'term': 'motivation', 'polarity': 'positive'}]"
recessively boring and useless subject indeed,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I would like the instructor to understand that the method of learning which [instructor] teach is not give student enough understanding for most of student in the class. Even thought some student can implement the project as the requirement, it is because he/she have to seek more knowledge outside the class as instructor may have to consider why most of the student in the class cannot reach the requirement of the project, why they cannot delivered the project which using only the knowledge they learned in the class should be enough. As a result, I would love to let the instructor and faculty know that [instructor] is a kind, good person, and [instructor] can give a good advise with a good intention, but sometime it required morethan that to make the good class.","[{'term': 'organization', 'polarity': 'neutral'}]"
"For this, I do suggest that the instructor incorporate some tactics for the students to memorize all the [topic], [topic], and [topic] in the [topic].","[{'term': 'instructor', 'polarity': 'negative'}]"
maybe he is good in teaching in Thai language morethan explains things in english.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"If the class requires students to take the quiz on site, it should be arranged in class time.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Very great, you made this class more enjoyable.","[{'term': 'motivation', 'polarity': 'positive'}]"
Please wait for those whom lack of understanding.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Deciding to host onsite classes and her only appearing in online meetings is one of the worst experiences I have ever felt, sure, [instructor] may have health issues but could have hosted online classes. To add an insult to injury, [instructor] expresses dislike to many students because nobody listens to [instructor], but we do have a defense, there's nothing but [instructor] just reading things on the presentation slides so how could we stay focused on what is literally right there in the slide itself? While I do not like to say that [instructor] is redundant and useless, I and many others share the same opinion that there is almost nothing of value in really being engaged in [instructor] class, we have many other things that are important to deal with.","[{'term': 'The sentiment polarity organization', 'polarity': 'negative'}]"
I think we quiz when the class begins better than we just go to the faculty to take 15 minutes quiz on Wednesday because I take around 2 hours to come to the faculty from my home.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
There should be more hour studying this course.And there is a problem similar to the exam to practice,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"he is a kind person and can be a good advisor, however he is not a good instructor at all since he cannot delivered the knowledge in the class to make the student understand.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I suggest that learning in Lab or w/ computer, always help students learns better.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The teacher gives the work every week and gives time to send by midnight on the day of the work. There is no answer or answers whether the homework that has been done and sent correctly or not.,"[{'term': 'organization', 'polarity': 'negative'}]"
The assignment sometimes does not really make a lot d sense.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I find the instructor to be highly skilled in this field. However, it is difficult to understand what is taught. I feel that self-learning is definitely required if you see this instructor teaching.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I do not think that this class is necessary for the ICT student,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The work is scheduled within the same day as 40 items.,"[{'term': 'organization', 'polarity': 'negative'}]"
"The slides given have too many words, formulas, and diagrams, and I am overwhelmed by them.","[{'term': 'content quality', 'polarity': 'negative'}]"
"[instructor] sound doesn't clear, often hard to listen to.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Like, please ask for the quiz at the end of the period.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I felt like it's hard to get full picture of what's going on in the lecture class. It'd be better if the entire class is writing code together on the computer during lecture, then let everyone do their own lab afterward. That'd give us better understanding of what's going on.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think we can get into [topic] faster. It's just pitiful that we only get to learn modern [topic] only on the last week.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The amount of homework assigned in this class is too much. It is unhealthy for us to manage multiple weekly assignments from this class Individual Assignment + Quiz + Group Report + Group Project and Presentation Preparation. Please don't forget we have to do group projects and reports for other subjects, which have deadlines as well.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Please don't teach too slowly,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like the teacher to teach more interesting,"[{'term': 'motivation', 'polarity': 'negative'}]"
Explain both Thai and English. Covering the whole lesson. Thank you very much.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Final homework original deadline overlapped with other exams.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The content in later parts of the course are very hard to understand. I wonder if any of my friends understand 60% of it.,"[{'term': 'organization', 'polarity': 'neutral'}]"
